job_company,questions,answers,country,area
Web Developer at Spotify was asked...,To sort an array is theorically easy but I didn't know if I could use php's sort() function (I should have made this question). So I tried the create a bubble sort and selection sort but I was too nervous to manage doing it.,Tech tests were acceptable because it can test your programming skill but in any moment I was asked or tested about my frontend skills and the job description was pretty clear the it was a frontend position and php was a plus.,Sweden,Web Developer
Web Developer at iZettle was asked...,3rd interview: Which front-end tooling will you choose ? (for the whiteboard scenario),"I chose to not decide that before doing additional research and discussion, and I mentioned some details that were not in the scenario at that point.",Sweden,Web Developer
Web Developer at Epsilon (Sweden) was asked...,"About my Facebook status, number of friends, do I drink, are your upper-teen kids a problem to your professional career...? Could it get any....? I don't think so.",I laughed a lot.,Sweden,Web Developer
Web Developer at iZettle was asked...,Why should we hire you?,I believe I am very good at the work I do and I can add positively to the culture also.,Sweden,Web Developer
Web Developer at iZettle was asked...,1st interview: Are you in any other recruitment processes right now?,Yes,Sweden,Web Developer
Web Developer at Volumental was asked...,How would you manage agents that poll for jobs from central server and report their results back but can go offline at any time.,I drew a diagram on the whiteboard and explained some possible ways in which this can be handled.,Sweden,Web Developer
Web Developer at S-Group Solutions was asked...,they took an exam in doing programming.,they also did a psychological test,Sweden,Web Developer
Web Developer at Quantell was asked...,About my previous experience that made me suitable for this job?,No answer,Sweden,Web Developer
Web Developer at Accedo Broadband was asked...,What are the benefits of using jquery instead of plain javascript?,No answer,Sweden,Web Developer
Junior Web Developer at KISI was asked...,If you are asked to complete a technical test be prepared to explain the approach you take to tackle each individual task within it.,No answer,Sweden,Web Developer
Senior Web Developer at European Dynamics was asked...,None. every thing expected.,No answer,Sweden,Web Developer
Web Developer at Accedo Broadband was asked...,How SSL works?,No answer,Sweden,Web Developer
Web Developer at Betsson Group was asked...,What is the difference between a valur and a reference?,No answer,Sweden,Web Developer
Web Developer at Academic Work was asked...,Why are you applying for this job and not a job as 1st line support?,No answer,Sweden,Web Developer
Front End Web Developer at Axis Communications was asked...,"If you could change something about your current boss, what would that be and why?",No answer,Sweden,Web Developer
